source,target,strength
56,32,173974
57,32,62438
58,32,269181
59,32,125547
60,32,351220
61,32,206820
62,32,194369
63,32,10245476
64,32,1926346
65,32,368452
66,32,72865
67,32,451530
68,32,4429213
69,32,64252
70,32,76090
71,32,346937
72,32,5698424
73,32,48633
74,32,51061
75,32,79155
76,32,144830
77,32,70058
78,32,104841
79,32,113629
80,32,66937
81,32,76436
82,32,58054
83,32,3389207
84,32,312665
85,32,2179134
86,32,63243
87,32,19012332
88,32,67052
89,32,383158
90,32,32525
91,32,35333
92,32,6308235
93,32,151902
94,32,73676
95,32,51536
96,32,1032060
97,32,167287
98,32,38868
99,32,158196
100,32,113247
101,32,61299
102,32,30077
103,32,4767330
104,32,66921
105,32,107765
106,32,61725
107,32,2510870
108,32,30897
109,32,172927
110,32,33061
111,32,527840
112,32,37407
113,32,16857
114,32,33516
115,32,62832
116,32,2701694
117,32,26503
118,32,89325
119,32,15087
120,32,31340
121,32,23034
122,32,19477
123,32,69776
124,32,38756
125,32,11674
126,32,17273
127,32,156413
128,32,9103
129,32,210510
130,32,25055
131,32,105126
132,32,87909
133,32,8731
134,32,17584
34,33,201972
35,33,92158
36,33,233091
37,33,296931
38,33,172810
39,33,156746
40,33,846442
41,33,460871
42,33,273291
43,33,140955
44,33,169054
45,33,73283
46,33,72408
47,33,38197
48,33,235960
49,33,81771
50,33,84410
51,33,2261063
52,33,64526
53,33,68717
54,33,58904
55,33,31538
56,33,134991
57,33,862522
58,33,55151
59,33,60747
60,33,544546
61,33,138689
62,33,86409
63,33,16554
64,33,49218
65,33,121047
66,33,1222271
67,33,64955
68,33,74591
69,33,607995
70,33,1032449
71,33,62783
72,33,26245
73,33,912131
74,33,35139
75,33,50987
76,33,102193
77,33,793728
78,33,58771
79,33,45642
80,33,15785
81,33,666088
82,33,658566
83,33,36476
84,33,9159225
85,33,27810
86,33,746244
87,33,18682
88,33,38222
89,33,114895
90,33,10475
91,33,14226
92,33,25028
93,33,22352
94,33,21347
95,33,9398
96,33,16453
97,33,19680
98,33,351215
99,33,21034
100,33,29862
101,33,67700
102,33,17118
103,33,25367
104,33,48716
105,33,17340
106,33,16585
107,33,11282
108,33,88141
109,33,15713
110,33,19109
111,33,25806
112,33,303852
113,33,9753
114,33,7609
115,33,29475
116,33,9653
117,33,5919
118,33,13902
119,33,6191
120,33,17969
121,33,7976
122,33,4137
123,33,9242
124,33,18111
125,33,6430
126,33,4870
127,33,9066
128,33,5385
129,33,11155
130,33,8255
131,33,5478
132,33,6450
133,33,4513
134,33,2586
35,34,308289
36,34,1930777
37,34,284889
38,34,13107236
39,34,418670
40,34,516134
41,34,1140105
42,34,359370
43,34,1402368
44,34,411522
45,34,112494
46,34,2061816
47,34,289580
48,34,255442
49,34,2788363
50,34,406434
51,34,355401
52,34,164148
53,34,101226
54,34,138675
55,34,70411
56,34,192217
57,34,113595
58,34,172949
59,34,225398
60,34,444277
61,34,169135
62,34,82869
63,34,551706
64,34,114616
65,34,112988
66,34,137468
67,34,66755
68,34,1272332
69,34,158797
70,34,208298
71,34,102002
72,34,1037091
73,34,97758
74,34,81370
75,34,110191
76,34,319566
77,34,166733
78,34,62746
79,34,156456
80,34,83394
81,34,52284
82,34,324122
83,34,1387953
84,34,189501
85,34,100061
86,34,86716
87,34,680717
88,34,110043
89,34,97467
90,34,50934
91,34,46685
92,34,303019
93,34,271723
94,34,338122
95,34,26641
96,34,557995
97,34,52428
98,34,83943
99,34,101890
100,34,87335
101,34,89445
102,34,61473
103,34,336638
104,34,91623
105,34,78209
106,34,213907
107,34,196318
108,34,113352
109,34,47129
110,34,39649
111,34,130671
112,34,83695
113,34,27834
114,34,29709
115,34,72740
116,34,98332
117,34,41383
118,34,89067
119,34,11545
120,34,122586
121,34,13348
122,34,11645
123,34,244223
124,34,48381
125,34,21553
126,34,15057
127,34,23870
128,34,15962
129,34,15327
130,34,30365
131,34,10599
132,34,7478
133,34,86437
134,34,8345
36,35,437505
37,35,189547
38,35,436587
39,35,104724
40,35,482437
41,35,198145
42,35,166479
43,35,8054297
44,35,566391
45,35,294658
46,35,358459
47,35,220030
48,35,480753
49,35,295824
50,35,102292
51,35,133375
52,35,74786
53,35,1723672
54,35,262733
55,35,894740
56,35,73775
57,35,53408
58,35,238086
59,35,80952
60,35,154620
61,35,155376
62,35,154840
63,35,142514
64,35,1113277
65,35,153541
66,35,64525
67,35,177400
68,35,204639
69,35,49081
70,35,62902
71,35,418740
72,35,66711
73,35,38666
74,35,33086
75,35,65017
76,35,124745
77,35,54688
78,35,147252
79,35,64431
80,35,44721
81,35,34346
82,35,70130
83,35,111025
84,35,186959
85,35,139324
86,35,44032
87,35,124235
88,35,45447
89,35,271345
90,35,38247
91,35,47132
92,35,1013885
93,35,43795
94,35,58393
95,35,31451
96,35,82644
97,35,173436
98,35,32433
99,35,124149
100,35,191377
101,35,31353
102,35,24501
103,35,1154792
104,35,58193
105,35,90479
106,35,43608
107,35,1006290
108,35,34323
109,35,193471
110,35,28390
111,35,231554
112,35,34659
113,35,25506
114,35,8620
115,35,72465
116,35,695150
117,35,41374
118,35,162588
119,35,8143
120,35,27818
121,35,54786
122,35,33919
123,35,21408
124,35,17040
125,35,9770
126,35,30826
127,35,65983
128,35,5902
129,35,66359
130,35,28249
131,35,14824
132,35,12273
133,35,5820
134,35,7742
37,36,1615145
38,36,1086860
39,36,764761
40,36,2260399
41,36,3589095
42,36,1728705
43,36,1162033
44,36,3175142
45,36,166787
46,36,409011
47,36,127129
48,36,1319229
49,36,445467
50,36,7278290
51,36,328018
52,36,775708
53,36,227266
54,36,108390
55,36,81879
56,36,279143
57,36,107853
58,36,132134
59,36,875058
60,36,1178241
61,36,3703061
62,36,1534582
63,36,53280
64,36,261091
65,36,886237
66,36,99024
67,36,198677
68,36,321383
69,36,101500
70,36,193902
71,36,1784973
72,36,192790
73,36,63568
74,36,471004
75,36,297090
76,36,437730
77,36,70482
78,36,273271
79,36,166607
80,36,67248
81,36,88420
82,36,60106
83,36,252499
84,36,204404
85,36,42702
86,36,64121
87,36,51555
88,36,274902
89,36,181141
90,36,36233
91,36,76152
92,36,124700
93,36,63585
94,36,62173
95,36,36675
96,36,66351
97,36,32258
98,36,41271
99,36,41830
100,36,42322
101,36,75873
102,36,153313
103,36,200510
104,36,133605
105,36,41733
106,36,44645
107,36,48045
108,36,32249
109,36,1696190
110,36,151567
111,36,99048
112,36,23754
113,36,25098
114,36,30572
115,36,48979
116,36,55610
117,36,15576
118,36,55835
119,36,21278
120,36,28007
121,36,56196
122,36,10482
123,36,19801
124,36,411689
125,36,52756
126,36,7279
127,36,16554
128,36,1418536
129,36,15370
130,36,12793
131,36,6347
132,36,22670
133,36,12929
134,36,10926
38,37,409109
39,37,757577
40,37,976269
41,37,13369159
42,37,1918111
43,37,744252
44,37,1696354
45,37,568883
46,37,525678
47,37,727267
48,37,2093182
49,37,157531
50,37,1726033
51,37,523804
52,37,669916
53,37,725957
54,37,575575
55,37,186904
56,37,196541
57,37,115051
58,37,689191
59,37,1123224
60,37,1646917
61,37,1345184
62,37,1237877
63,37,151899
64,37,143060
65,37,1351963
66,37,113649
67,37,762502
68,37,231848
69,37,161371
70,37,198035
71,37,863977
72,37,145394
73,37,87595
74,37,449097
75,37,485400
76,37,267201
77,37,70876
78,37,668926
79,37,589732
80,37,67621
81,37,122726
82,37,47457
83,37,65539
84,37,203291
85,37,235987
86,37,95549
87,37,63362
88,37,295945
89,37,503225
90,37,81670
91,37,98492
92,37,82283
93,37,90280
94,37,75785
95,37,44725
96,37,76231
97,37,52643
98,37,62274
99,37,150480
100,37,68728
101,37,137227
102,37,340908
103,37,126289
104,37,142620
105,37,175277
106,37,171164
107,37,52668
108,37,31622
109,37,239140
110,37,302113
111,37,234517
112,37,53085
113,37,43914
114,37,38400
115,37,83477
116,37,43818
117,37,50377
118,37,94904
119,37,52376
120,37,23438
121,37,139007
122,37,39699
123,37,48526
124,37,111452
125,37,157341
126,37,15541
127,37,54888
128,37,30934
129,37,48610
130,37,46435
131,37,31970
132,37,28438
133,37,22099
134,37,10003
39,38,584364
40,38,661434
41,38,1843627
42,38,464411
43,38,2719127
44,38,644282
45,38,172372
46,38,1367892
47,38,240173
48,38,640879
49,38,2762518
50,38,313948
51,38,244957
52,38,298375
53,38,156604
54,38,163523
55,38,71359
56,38,327762
57,38,90402
58,38,163624
59,38,214474
60,38,1205334
61,38,406950
62,38,186406
63,38,456058
64,38,145794
65,38,223002
66,38,141850
67,38,69935
68,38,2448428
69,38,133950
70,38,106923
71,38,118485
72,38,988966
73,38,62895
74,38,107905
75,38,179249
76,38,317500
77,38,102760
78,38,121434
79,38,250076
80,38,61401
81,38,80066
82,38,124436
83,38,1440295
84,38,243050
85,38,107024
86,38,92292
87,38,539409
88,38,137552
89,38,141787
90,38,24579
91,38,39659
92,38,576359
93,38,350790
94,38,402609
95,38,24427
96,38,1583702
97,38,39586
98,38,70468
99,38,63454
100,38,61072
101,38,54119
102,38,72992
103,38,1140018
104,38,99501
105,38,39334
106,38,248917
107,38,359980
108,38,104564
109,38,67818
110,38,75622
111,38,156469
112,38,35015
113,38,17079
114,38,37508
115,38,54321
116,38,195007
117,38,19146
118,38,102281
119,38,11459
120,38,86856
121,38,17432
122,38,12741
123,38,250543
124,38,59452
125,38,24939
126,38,10853
127,38,23211
128,38,14572
129,38,21472
130,38,19516
131,38,11877
132,38,8305
133,38,54849
134,38,6028
40,39,318012
41,39,547314
42,39,224925
43,39,584024
44,39,368134
45,39,220645
46,39,379316
47,39,111574
48,39,469968
49,39,2970845
50,39,431114
51,39,96602
52,39,155753
53,39,235254
54,39,160703
55,39,408352
56,39,479184
57,39,91583
58,39,124886
59,39,206220
60,39,542413
61,39,295669
62,39,265419
63,39,475806
64,39,140452
65,39,290290
66,39,135398
67,39,210337
68,39,621008
69,39,179851
70,39,152732
71,39,143624
72,39,814930
73,39,45390
74,39,65212
75,39,90627
76,39,78659
77,39,45845
78,39,159371
79,39,60530
80,39,56231
81,39,198791
82,39,34071
83,39,4851290
84,39,354579
85,39,543955
86,39,158097
87,39,145047
88,39,63979
89,39,189057
90,39,30275
91,39,140046
92,39,142931
93,39,22145
94,39,26381
95,39,41190
96,39,79578
97,39,56239
98,39,28415
99,39,43135
100,39,34341
101,39,53947
102,39,76467
103,39,136237
104,39,41262
105,39,57193
106,39,20868
107,39,55946
108,39,17618
109,39,117000
110,39,38863
111,39,27144
112,39,19458
113,39,19372
114,39,60705
115,39,27981
116,39,49017
117,39,11814
118,39,21432
119,39,27641
120,39,12261
121,39,30366
122,39,12028
123,39,20371
124,39,23634
125,39,42506
126,39,28109
127,39,18260
128,39,238683
129,39,12364
130,39,131801
131,39,15936
132,39,11416
133,39,8432
134,39,25470
41,40,1836646
42,40,426416
43,40,956237
44,40,2436662
45,40,138910
46,40,239202
47,40,161330
48,40,3204289
49,40,2884251
50,40,3812210
51,40,217483
52,40,1460948
53,40,189517
54,40,101652
55,40,69632
56,40,318782
57,40,84194
58,40,92179
59,40,2707737
60,40,8003163
61,40,7833256
62,40,607613
63,40,74232
64,40,85670
65,40,995627
66,40,110649
67,40,161523
68,40,323993
69,40,112455
70,40,122016
71,40,243710
72,40,157113
73,40,57565
74,40,887955
75,40,10810912
76,40,7746587
77,40,57624
78,40,353967
79,40,19987486
80,40,105283
81,40,102445
82,40,47662
83,40,256585
84,40,314586
85,40,64844
86,40,79606
87,40,69479
88,40,11046247
89,40,173362
90,40,67186
91,40,61394
92,40,108444
93,40,38490
94,40,33843
95,40,51840
96,40,104259
97,40,30170
98,40,38189
99,40,55345
100,40,24859
101,40,90907
102,40,87143
103,40,145762
104,40,238510
105,40,39115
106,40,27868
107,40,42555
108,40,18536
109,40,215287
110,40,3270028
111,40,104635
112,40,24271
113,40,422594
114,40,74115
115,40,43917
116,40,53414
117,40,20239
118,40,42170
119,40,20352
120,40,41115
121,40,40260
122,40,13821
123,40,19585
124,40,12250553
125,40,42989
126,40,8232
127,40,18626
128,40,31889
129,40,13815
130,40,12740
131,40,5603
132,40,8215
133,40,11464
134,40,12863
42,41,1905171
43,41,655025
44,41,1134621
45,41,277866
46,41,238126
47,41,209202
48,41,1015462
49,41,151836
50,41,637058
51,41,280926
52,41,416596
53,41,329928
54,41,218677
55,41,249787
56,41,128836
57,41,79296
58,41,483771
59,41,1140949
60,41,1671753
61,41,704139
62,41,615567
63,41,50946
64,41,65631
65,41,579982
66,41,135241
67,41,264624
68,41,411485
69,41,77592
70,41,116752
71,41,500807
72,41,169986
73,41,46099
74,41,229667
75,41,244087
76,41,447902
77,41,51100
78,41,403579
79,41,259018
80,41,41693
81,41,68422
82,41,65124
83,41,91141
84,41,1176995
85,41,121519
86,41,78173
87,41,26691
88,41,409231
89,41,286608
90,41,38112
91,41,97717
92,41,56050
93,41,414327
94,41,334316
95,41,26995
96,41,29858
97,41,23319
98,41,37106
99,41,99221
100,41,58288
101,41,150581
102,41,131152
103,41,94497
104,41,111190
105,41,86588
106,41,454289
107,41,23382
108,41,71410
109,41,134619
110,41,188326
111,41,144565
112,41,32999
113,41,60834
114,41,28946
115,41,35462
116,41,30104
117,41,27738
118,41,174193
119,41,51351
120,41,101821
121,41,89590
122,41,13613
123,41,74767
124,41,87832
125,41,60750
126,41,18870
127,41,18835
128,41,34696
129,41,20199
130,41,26493
131,41,16586
132,41,17860
133,41,163847
134,41,6657
43,42,716057
44,42,584812
45,42,173885
46,42,85601
47,42,63121
48,42,666175
49,42,84451
50,42,350080
51,42,275132
52,42,480438
53,42,220159
54,42,73985
55,42,177942
56,42,177227
57,42,112346
58,42,93754
59,42,484661
60,42,10381894
61,42,523746
62,42,419132
63,42,22565
64,42,46252
65,42,540073
66,42,150923
67,42,154517
68,42,102893
69,42,231150
70,42,162566
71,42,648427
72,42,22873
73,42,106153
74,42,151599
75,42,191264
76,42,71100
77,42,80227
78,42,261861
79,42,88037
80,42,23178
81,42,118767
82,42,110513
83,42,34386
84,42,345960
85,42,33723
86,42,106088
87,42,15159
88,42,78746
89,42,240834
90,42,46971
91,42,54382
92,42,46450
93,42,275615
94,42,58585
95,42,23393
96,42,23109
97,42,16885
98,42,44266
99,42,32689
100,42,25365
101,42,4580186
102,42,141747
103,42,111663
104,42,643313
105,42,20577
106,42,34524
107,42,27955
108,42,30659
109,42,123335
110,42,178705
111,42,40106
112,42,1390272
113,42,13575
114,42,15518
115,42,49295
116,42,20316
117,42,13206
118,42,28661
119,42,9784
120,42,29755
121,42,63212
122,42,10665
123,42,152616
124,42,32792
125,42,54528
126,42,7632
127,42,16448
128,42,81960
129,42,19938
130,42,63482
131,42,20366
132,42,467167
133,42,23821
134,42,5236
44,43,761887
45,43,870010
46,43,1160543
47,43,1738651
48,43,710218
49,43,4517301
50,43,342403
51,43,157165
52,43,177179
53,43,2232799
54,43,1666217
55,43,4834452
56,43,195340
57,43,62521
58,43,349591
59,43,260955
60,43,632938
61,43,339689
62,43,336525
63,43,1980537
64,43,3381772
65,43,432126
66,43,66295
67,43,598508
68,43,4404109
69,43,82784
70,43,70664
71,43,573179
72,43,2945367
73,43,66734
74,43,104788
75,43,243912
76,43,291469
77,43,76694
78,43,161947
79,43,199399
80,43,97188
81,43,124385
82,43,71690
83,43,1205165
84,43,238770
85,43,2059365
86,43,81828
87,43,907579
88,43,184320
89,43,314132
90,43,137570
91,43,55042
92,43,3340703
93,43,113373
94,43,98401
95,43,102001
96,43,313727
97,43,362678
98,43,29448
99,43,338904
100,43,82717
101,43,85397
102,43,50125
103,43,5443649
104,43,110225
105,43,559721
106,43,179504
107,43,2816314
108,43,28142
109,43,204539
110,43,87081
111,43,535101
112,43,56826
113,43,21190
114,43,37736
115,43,124196
116,43,1901523
117,43,48413
118,43,206712
119,43,33892
120,43,40725
121,43,30616
122,43,38593
123,43,35979
124,43,73761
125,43,20939
126,43,15333
127,43,52879
128,43,31100
129,43,159408
130,43,62992
131,43,32322
132,43,101197
133,43,34425
134,43,70195
45,44,235382
46,44,164240
47,44,131381
48,44,1723491
49,44,284876
50,44,491064
51,44,175869
52,44,552662
53,44,324778
54,44,133334
55,44,70473
56,44,224150
57,44,86334
58,44,104943
59,44,3231947
60,44,1069862
61,44,828632
62,44,550304
63,44,72751
64,44,107578
65,44,680302
66,44,88183
67,44,204542
68,44,418633
69,44,111580
70,44,161822
71,44,306164
72,44,235076
73,44,58046
74,44,409745
75,44,289779
76,44,8043960
77,44,62756
78,44,381500
79,44,225681
80,44,41167
81,44,148967
82,44,40986
83,44,92863
84,44,437439
85,44,128281
86,44,81617
87,44,26923
88,44,559893
89,44,164596
90,44,76891
91,44,432208
92,44,113770
93,44,101171
94,44,36838
95,44,31554
96,44,73441
97,44,24241
98,44,33379
99,44,56540
100,44,29750
101,44,32063
102,44,121666
103,44,164585
104,44,335380
105,44,65010
106,44,42671
107,44,33273
108,44,21217
109,44,7955762
110,44,153280
111,44,106962
112,44,21208
113,44,16284
114,44,25998
115,44,57474
116,44,54785
117,44,21956
118,44,54253
119,44,72088
120,44,42228
121,44,59503
122,44,12558
123,44,37399
124,44,166590
125,44,60193
126,44,5829
127,44,15587
128,44,70367
129,44,20906
130,44,15009
131,44,9609
132,44,14276
133,44,10823
134,44,16053
46,45,49982
47,45,51975
48,45,342935
49,45,90304
50,45,96111
51,45,75378
52,45,100589
53,45,4053425
54,45,94888
55,45,913062
56,45,35095
57,45,33722
58,45,94119
59,45,58200
60,45,431866
61,45,160580
62,45,210629
63,45,17231
64,45,121569
65,45,182277
66,45,41612
67,45,778366
68,45,125605
69,45,49508
70,45,35864
71,45,223332
72,45,16924
73,45,38109
74,45,33165
75,45,52453
76,45,33292
77,45,39219
78,45,121664
79,45,30093
80,45,10500
81,45,65762
82,45,20268
83,45,20874
84,45,102976
85,45,25425
86,45,40736
87,45,35864
88,45,22072
89,45,2433356
90,45,36968
91,45,12226
92,45,189566
93,45,13448
94,45,16811
95,45,27495
96,45,15134
97,45,170998
98,45,20100
99,45,51971
100,45,163347
101,45,17373
102,45,17763
103,45,303106
104,45,43507
105,45,32274
106,45,23431
107,45,42421
108,45,12722
109,45,57691
110,45,26048
111,45,45412
112,45,10474
113,45,27227
114,45,5369
115,45,29883
116,45,63339
117,45,14268
118,45,24454
119,45,8066
120,45,18192
121,45,16294
122,45,10558
123,45,19512
124,45,11088
125,45,10803
126,45,24382
127,45,129786
128,45,4702
129,45,194969
130,45,15461
131,45,9104
132,45,2578692
133,45,6584
134,45,3996
47,46,1905331
48,46,3128630
49,46,6195285
50,46,154028
51,46,144318
52,46,76560
53,46,85687
54,46,243825
55,46,155755
56,46,409358
57,46,51800
58,46,138534
59,46,125404
60,46,360795
61,46,249125
62,46,461544
63,46,1085192
64,46,107757
65,46,916849
66,46,57973
67,46,117076
68,46,2054206
69,46,43872
70,46,62366
71,46,128091
72,46,2310411
73,46,40950
74,46,36609
75,46,44970
76,46,108254
77,46,72375
78,46,405142
79,46,60339
80,46,229378
81,46,40215
82,46,79507
83,46,1641874
84,46,263214
85,46,137819
86,46,29976
87,46,1513105
88,46,56078
89,46,242786
90,46,26644
91,46,57782
92,46,650862
93,46,29955
94,46,45426
95,46,20204
96,46,773287
97,46,42762
98,46,28496
99,46,55782
100,46,81608
101,46,24956
102,46,32022
103,46,350503
104,46,51429
105,46,89177
106,46,21124
107,46,430457
108,46,19666
109,46,111201
110,46,15487
111,46,144571
112,46,21936
113,46,21242
114,46,46041
115,46,37928
116,46,503165
117,46,21251
118,46,64236
119,46,19192
120,46,16004
121,46,8495
122,46,10528
123,46,33281
124,46,23189
125,46,7796
126,46,25602
127,46,15193
128,46,9103
129,46,12349
130,46,13051
131,46,13002
132,46,5209
133,46,10301
134,46,7046
48,47,2350025
49,47,228101
50,47,217680
51,47,59414
52,47,96048
53,47,116055
54,47,110017
55,47,606695
56,47,174283
57,47,25998
58,47,69386
59,47,78925
60,47,477542
61,47,540485
62,47,458609
63,47,171015
64,47,90546
65,47,661740
66,47,27822
67,47,139164
68,47,319289
69,47,24480
70,47,30891
71,47,75909
72,47,141027
73,47,22330
74,47,23708
75,47,43749
76,47,53381
77,47,20589
78,47,209744
79,47,38494
80,47,498948
81,47,22162
82,47,17395
83,47,71857
84,47,321151
85,47,69267
86,47,15138
87,47,97250
88,47,30121
89,47,106344
90,47,51395
91,47,138708
92,47,347099
93,47,20410
94,47,20338
95,47,31251
96,47,40469
97,47,23069
98,47,11764
99,47,46661
100,47,29994
101,47,10925
102,47,21351
103,47,244690
104,47,20940
105,47,28019
106,47,14976
107,47,91736
108,47,9556
109,47,250283
110,47,22329
111,47,1078703
112,47,10952
113,47,11375
114,47,41384
115,47,9554
116,47,124198
117,47,10219
118,47,15208
119,47,271345
120,47,12961
121,47,9436
122,47,21260
123,47,11770
124,47,8990
125,47,7522
126,47,10408
127,47,18317
128,47,7108
129,47,11250
130,47,7051
131,47,7374
132,47,4196
133,47,3178
134,47,19052
49,48,319756
50,48,623944
51,48,101690
52,48,329233
53,48,485070
54,48,824972
55,48,79056
56,48,131152
57,48,59944
58,48,208211
59,48,307009
60,48,1157692
61,48,781649
62,48,3808547
63,48,231595
64,48,115627
65,48,9590428
66,48,183403
67,48,415394
68,48,717644
69,48,83360
70,48,92394
71,48,491364
72,48,472382
73,48,77622
74,48,132914
75,48,381432
76,48,261078
77,48,39084
78,48,2804009
79,48,1036119
80,48,79047
81,48,55495
82,48,24744
83,48,176116
84,48,220965
85,48,519884
86,48,56957
87,48,122527
88,48,516173
89,48,446653
90,48,36917
91,48,60057
92,48,83782
93,48,77517
94,48,36837
95,48,25753
96,48,67435
97,48,67697
98,48,48264
99,48,156598
100,48,56774
101,48,44211
102,48,316553
103,48,103270
104,48,111927
105,48,227200
106,48,56386
107,48,32571
108,48,12777
109,48,183022
110,48,168137
111,48,319295
112,48,38227
113,48,200333
114,48,31490
115,48,49157
116,48,34644
117,48,36396
118,48,30379
119,48,37368
120,48,14205
121,48,251070
122,48,20048
123,48,16112
124,48,165260
125,48,135907
126,48,28497
127,48,12569
128,48,13961
129,48,14282
130,48,28054
131,48,10375
132,48,12597
133,48,6208
134,48,26892
50,49,103921
51,49,92215
52,49,89649
53,49,134592
54,49,77973
55,49,61884
56,49,499703
57,49,57013
58,49,62968
59,49,120202
60,49,153810
61,49,112450
62,49,129270
63,49,1341292
64,49,148314
65,49,145307
66,49,61023
67,49,127480
68,49,3372902
69,49,44964
70,49,55220
71,49,72920
72,49,4558754
73,49,29477
74,49,32914
75,49,64084
76,49,132992
77,49,50793
78,49,50595
79,49,95178
80,49,49850
81,49,45081
82,49,42958
83,49,11282840
84,49,68179
85,49,54088
86,49,42045
87,49,2015402
88,49,62506
89,49,146691
90,49,13577
91,49,22979
92,49,2096598
93,49,26574
94,49,52935
95,49,16503
96,49,900735
97,49,50261
98,49,33787
99,49,43236
100,49,29923
101,49,28033
102,49,24582
103,49,1284912
104,49,25363
105,49,29895
106,49,14131
107,49,702453
108,49,26036
109,49,139604
110,49,23828
111,49,60283
112,49,15763
113,49,9457
114,49,37357
115,49,22275
116,49,699322
117,49,8203
118,49,24628
119,49,16349
120,49,10709
121,49,16222
122,49,3995
123,49,12049
124,49,25427
125,49,7113
126,49,4739
127,49,11239
128,49,13044
129,49,21417
130,49,7581
131,49,7807
132,49,6781
133,49,3162
134,49,6422
51,50,92772
52,50,699557
53,50,141197
54,50,63546
55,50,36433
56,50,1318108
57,50,45633
58,50,57314
59,50,279278
60,50,1452358
61,50,5116245
62,50,620456
63,50,28127
64,50,44903
65,50,579031
66,50,46944
67,50,163141
68,50,79754
69,50,619026
70,50,72498
71,50,1204973
72,50,57154
73,50,29959
74,50,3778393
75,50,419523
76,50,112637
77,50,26419
78,50,416019
79,50,143356
80,50,33011
81,50,60652
82,50,25176
83,50,36999
84,50,768934
85,50,26879
86,50,45426
87,50,29774
88,50,100167
89,50,158522
90,50,16813
91,50,38750
92,50,48984
93,50,67700
94,50,22329
95,50,29670
96,50,22888
97,50,12092
98,50,18671
99,50,29241
100,50,19512
101,50,21359
102,50,88761
103,50,58826
104,50,100128
105,50,21881
106,50,25353
107,50,20294
108,50,15808
109,50,274231
110,50,204645
111,50,48275
112,50,9252
113,50,43987
114,50,19565
115,50,19785
116,50,12935
117,50,5345
118,50,23307
119,50,14325
120,50,15114
121,50,62221
122,50,5003
123,50,15996
124,50,114258
125,50,41071
126,50,5614
127,50,6651
128,50,20041
129,50,7167
130,50,13458
131,50,11357
132,50,5613
133,50,6298
134,50,7069
52,51,63888
53,51,111330
54,51,76466
55,51,24194
56,51,35886
57,51,569398
58,51,90774
59,51,63579
60,51,1111060
61,51,412428
62,51,46564
63,51,19704
64,51,51801
65,51,166510
66,51,468477
67,51,35050
68,51,68143
69,51,436929
70,51,773061
71,51,48077
72,51,19456
73,51,462831
74,51,28768
75,51,44664
76,51,87657
77,51,544178
78,51,41253
79,51,50357
80,51,18148
81,51,4867575
82,51,388358
83,51,28193
84,51,767781
85,51,36039
86,51,1214180
87,51,19783
88,51,42974
89,51,112371
90,51,14137
91,51,13612
92,51,22490
93,51,44002
94,51,51140
95,51,8602
96,51,10154
97,51,12414
98,51,279397
99,51,30269
100,51,18943
101,51,59403
102,51,14929
103,51,20004
104,51,117129
105,51,22027
106,51,29054
107,51,8405
108,51,3137617
109,51,19172
110,51,36342
111,51,56912
112,51,18232
113,51,8457
114,51,8562
115,51,82005
116,51,9116
117,51,10190
118,51,22061
119,51,7463
120,51,25409
121,51,8896
122,51,4996
123,51,13662
124,51,18073
125,51,7830
126,51,4839
127,51,12150
128,51,4257
129,51,5266
130,51,8796
131,51,6709
132,51,3055
133,51,11533
134,51,2222
53,52,127696
54,52,47997
55,52,38650
56,52,267796
57,52,26862
58,52,43997
59,52,607100
60,52,629339
61,52,875359
62,52,286907
63,52,58780
64,52,33760
65,52,350440
66,52,37276
67,52,302159
68,52,64736
69,52,35459
70,52,43514
71,52,509750
72,52,37687
73,52,21431
74,52,10393403
75,52,297768
76,52,155067
77,52,23600
78,52,269775
79,52,155140
80,52,47071
81,52,34502
82,52,16321
83,52,36144
84,52,147771
85,52,31358
86,52,32450
87,52,28893
88,52,224827
89,52,94461
90,52,15243
91,52,55068
92,52,24921
93,52,12533
94,52,12455
95,52,56451
96,52,31070
97,52,17167
98,52,12596
99,52,20838
100,52,21253
101,52,17855
102,52,92198
103,52,27113
104,52,88895
105,52,17346
106,52,12988
107,52,14990
108,52,7114
109,52,114762
110,52,188212
111,52,39803
112,52,7554
113,52,143008
114,52,44622
115,52,15654
116,52,11620
117,52,9815
118,52,15145
119,52,18932
120,52,12504
121,52,51621
122,52,15940
123,52,6793
124,52,118498
125,52,43520
126,52,6979
127,52,21185
128,52,31162
129,52,11017
130,52,8628
131,52,2786
132,52,5663
133,52,5656
134,52,15270
54,53,101079
55,53,510815
56,53,45350
57,53,38764
58,53,97303
59,53,105678
60,53,526971
61,53,178199
62,53,312431
63,53,24221
64,53,716355
65,53,403118
66,53,36895
67,53,810843
68,53,169880
69,53,28615
70,53,44820
71,53,283773
72,53,32845
73,53,27479
74,53,42611
75,53,86294
76,53,36061
77,53,26234
78,53,179374
79,53,39342
80,53,18558
81,53,67798
82,53,16132
83,53,23510
84,53,138843
85,53,23091
86,53,36023
87,53,85664
88,53,42434
89,53,1414311
90,53,41500
91,53,17165
92,53,334921
93,53,13944
94,53,15190
95,53,91098
96,53,22992
97,53,3860620
98,53,17902
99,53,56867
100,53,363100
101,53,18677
102,53,28993
103,53,569897
104,53,57771
105,53,31649
106,53,24992
107,53,125071
108,53,12793
109,53,62031
110,53,40232
111,53,50299
112,53,11605
113,53,78394
114,53,8399
115,53,52337
116,53,135007
117,53,16504
118,53,71022
119,53,5054
120,53,21563
121,53,21665
