mercix,merciy,size,blankx,blanky,heartx,hearty,symbolx,symboly
1200,679,5,461,517,750,613,769,234
1207,195,5,963,115,1068,420,1252,783
661,694,5,1721,633,1242,127,1458,527
371,352,5,281,873,1033,434,489,482
1007,823,5,129,108,1088,703,527,382
1233,748,5,799,376,944,526,826,232
1519,196,5,757,726,668,278,817,724
552,491,5,1722,553,1003,451,1436,73
1249,214,5,356,264,996,551,500,464
445,132,5,1726,453,698,596,1624,721
989,237,5,1975,775,554,466,725,353
939,810,5,731,266,1147,320,1324,802
1202,605,5,1119,158,1205,566,1630,357
665,757,5,820,887,799,83,1386,170
1528,359,5,766,281,987,763,1515,403
1373,161,5,1271,270,1322,356,1491,422
1519,245,5,1487,484,875,503,787,745
1186,798,5,904,452,832,116,1480,338
967,448,5,151,398,809,197,700,435
746,493,5,666,596,572,391,765,613
676,354,5,633,993,883,243,1409,355
616,657,5,1615,513,884,317,621,659
1626,401,5,757,957,1355,134,1389,386
1538,461,5,1748,627,815,427,1556,506
1285,360,5,113,142,807,110,1228,907
1344,619,5,435,663,1081,628,1559,576
693,247,5,1538,840,1433,323,1503,865
646,870,5,394,822,744,414,468,590
963,566,5,485,83,1370,271,1339,510
590,540,5,1754,847,877,722,779,769
1109,738,5,569,987,833,446,1391,948
1649,405,5,881,631,1279,401,1206,194
858,289,5,1783,837,752,702,1543,895
1517,315,5,1158,177,946,180,456,609
1353,417,5,1727,357,1096,92,1623,581
662,674,5,1728,157,891,646,1134,285
979,608,5,536,995,937,671,707,326
704,820,5,902,951,926,76,1375,101
901,644,5,1031,804,958,229,1161,113
652,612,5,234,114,774,190,1556,464
1665,399,5,716,880,1227,116,1147,195
364,149,5,828,555,915,417,422,387
1464,437,5,1886,801,1333,60,1226,887
429,377,5,54,683,1128,802,1606,784
1217,197,5,1736,435,1125,133,1278,280
339,226,5,1888,332,1016,717,1273,790
613,485,5,1029,54,929,258,1293,72
1060,447,5,1212,673,822,420,1235,850
1306,496,5,1492,240,1143,223,867,282
1639,236,5,1052,804,1383,576,1435,816
922,543,5,1176,425,1157,163,1584,664
725,395,5,1197,795,1418,249,880,713
874,598,5,1784,671,1023,722,1324,480
533,228,5,307,966,868,49,350,571
1346,174,5,30,403,1225,724,1632,625
1381,227,5,1980,50,1095,537,663,414
1017,439,5,124,508,1092,380,1443,815
1375,598,5,1298,712,1474,293,1303,787
1133,490,5,61,370,1450,507,569,332
1339,234,5,1910,816,652,394,812,679
688,222,5,469,478,688,576,846,311
995,352,5,1904,866,1262,155,1359,817
527,234,5,940,52,969,435,1439,261
672,826,4,1813,732,783,369,1152,219
863,803,4,565,199,953,456,1434,116
762,365,4,1919,139,809,572,1505,244
1034,247,4,268,480,1217,38,1604,696
636,688,4,1446,953,1158,456,1219,118
1181,550,4,500,855,964,714,487,573
1340,479,4,550,783,915,461,767,272
1410,716,4,1253,27,1004,865,481,556
594,619,4,1025,927,1176,468,846,812
1023,776,4,1925,779,1182,322,879,140
331,172,4,1587,400,684,447,1415,469
725,454,4,824,370,1471,410,682,762
1531,132,4,540,266,1014,777,1583,676
614,192,4,1489,937,1016,344,1339,418
602,601,4,1426,943,1272,153,349,554
610,161,4,1619,820,1354,212,1423,703
1583,347,4,371,516,1179,762,1611,563
1172,298,4,419,674,1478,283,1111,297
645,882,4,199,154,894,622,1239,235
1236,544,4,1514,4,539,392,1351,817
607,646,4,633,376,1121,785,860,349
1709,495,4,144,3,1310,337,457,591
1063,575,4,1330,218,1075,880,1302,68
412,419,4,878,217,931,752,728,807
830,497,4,1818,26,798,743,1577,668
616,395,4,815,247,1495,327,676,331
987,441,4,1412,693,859,131,716,204
892,221,4,28,244,1392,132,374,435
1305,419,4,1337,28,881,226,1523,197
847,497,4,1322,369,1405,502,677,536
930,268,4,917,433,1445,174,1279,223
1201,307,4,276,860,1276,41,1296,152
1134,169,4,201,880,1126,776,1130,226
990,413,4,60,310,1115,663,1300,575
1328,847,4,1863,182,720,387,1383,113
1247,348,4,359,905,1125,683,573,614
678,307,4,1197,726,1365,593,841,802
1130,254,4,487,263,598,448,606,278
1351,353,4,912,591,661,75,926,232
1516,233,4,206,715,927,231,1142,725
944,721,4,265,741,813,123,1276,50
684,248,4,1276,619,1261,182,769,206
1420,552,4,19,686,1273,309,1476,530
429,261,4,154,57,1187,149,887,272
1414,843,4,1571,123,1089,474,897,678
1107,811,4,1030,403,775,71,846,326
338,242,4,1985,484,1037,757,542,417
946,750,4,1725,980,1050,851,1619,783
1541,290,4,1707,191,1033,473,1428,672
1647,213,4,1221,729,1168,795,818,693
867,731,4,515,524,907,781,611,398
1065,693,4,1893,951,1138,820,600,367
1461,240,4,929,51,824,551,598,513
905,829,4,1114,945,725,321,1552,767
1277,894,4,1988,519,1280,475,1500,207
623,269,4,836,351,764,297,410,627
618,306,4,768,770,830,484,631,329
1251,355,4,1427,220,1062,477,1222,249
911,709,4,318,236,1258,122,927,217
673,633,4,1766,832,500,269,517,644
869,752,4,387,42,1088,370,1461,403
1448,442,4,1764,935,1045,510,1291,734
937,267,4,442,638,650,546,642,535
284,185,4,615,188,934,227,710,559
545,495,4,723,39,508,233,919,700
936,284,4,1081,671,778,699,673,724
1209,529,4,1205,352,1341,427,1298,414
706,385,4,1247,106,808,622,770,242
533,497,4,1345,181,1379,371,1352,865
882,824,4,766,875,812,211,673,590
1154,426,4,1032,42,1286,180,1541,818
889,210,4,131,130,1343,614,499,627
1123,685,4,1700,334,802,550,708,370
732,586,4,905,637,974,373,813,193
410,243,4,773,478,597,214,1623,376
1178,532,4,628,813,899,448,1520,598
591,577,4,253,298,635,481,1128,718
700,381,4,1280,634,1213,602,799,217
1214,336,4,1612,120,930,796,1392,502
1382,238,4,1548,940,975,115,928,243
1200,848,4,1794,272,1204,274,542,513
704,485,4,1635,137,1027,616,1567,347
1289,393,4,1960,621,726,56,1537,615
1230,548,4,615,26,1033,744,1169,760
1261,398,4,1799,382,1230,333,706,427
937,620,4,534,104,856,553,1428,523
636,669,4,808,120,666,367,692,435
818,496,4,128,55,726,659,1352,167
675,368,4,514,477,1399,404,641,445
1661,465,4,982,382,1110,391,1111,244
701,883,4,1462,942,1241,480,571,621
880,222,4,1592,763,967,881,1357,40
1178,760,4,1401,129,1240,584,583,727
1297,902,4,745,147,989,381,1462,502
1136,148,4,1864,149,959,803,1503,881
1354,714,4,717,159,1345,491,737,253
1012,542,4,1418,571,1419,211,1319,162
1631,355,4,700,869,1362,439,788,148
1029,694,4,638,668,1255,74,802,210
452,191,4,892,182,942,397,612,349
1332,724,4,1310,433,752,301,1583,780
701,256,4,1241,671,1466,304,1329,818
1405,791,4,516,53,1386,557,1308,482
527,439,4,1329,424,829,544,1602,590
1033,549,4,159,394,599,557,719,301
1261,897,4,1289,287,879,298,426,361
1251,242,4,42,669,1192,519,713,770
844,350,4,752,602,1187,159,1333,551
1297,342,4,459,439,873,447,1353,940
591,379,4,95,462,553,441,1406,58
430,431,4,1562,327,891,635,1234,158
942,657,4,243,945,1058,423,468,328
524,165,4,879,772,1018,130,489,403
1227,879,4,484,829,1121,162,1222,872
966,583,4,45,943,1260,560,809,687
644,530,4,894,560,973,817,1282,444
1302,362,4,277,517,1129,825,572,445
729,742,4,769,353,895,432,1449,938
1390,555,4,10,500,1079,743,839,714
775,627,4,84,410,931,431,772,398
1513,406,4,1767,21,795,372,496,514
719,795,4,1443,322,1051,912,583,585
1644,495,4,644,891,1305,427,1226,160
1384,375,4,38,520,670,545,1540,696
730,681,4,764,463,1488,354,1368,403
1209,159,4,703,114,841,402,1598,773
771,614,4,605,40,1485,346,1542,853
424,359,4,158,431,773,181,514,570
471,206,4,1467,638,984,723,1644,751
1270,542,4,212,7,774,733,475,634
1046,423,4,1298,756,1471,200,668,641
1610,383,4,731,431,1066,326,459,354
742,335,4,477,442,1178,454,928,275
947,768,4,996,946,536,450,544,452
976,523,4,469,656,961,485,1282,453
1040,380,4,1245,267,939,602,1392,571
842,431,4,1123,547,732,520,801,367
321,137,4,101,757,1258,683,774,222
824,453,4,1726,922,605,221,1536,276
1045,736,4,1747,893,868,464,1629,633
891,161,4,1844,963,1157,788,1616,827
1506,354,4,1092,141,1375,323,1337,404
931,665,4,580,872,1164,235,1180,896
525,252,4,616,222,941,186,1320,240
341,407,4,1143,275,1457,371,584,605
1403,569,4,634,501,644,139,1598,652
1089,798,4,679,278,1429,292,621,396
1130,424,4,1592,490,1310,392,1218,913
1227,149,4,783,251,910,806,1397,909
701,248,4,1956,897,1483,318,1383,795
993,186,4,532,836,1410,113,1208,792
747,291,4,126,814,953,124,1133,856
1251,891,4,818,434,761,142,683,359
1353,254,4,1260,960,1227,435,1357,68
662,703,4,681,698,1333,424,1439,524
766,190,4,843,227,1315,592,1417,206
706,353,4,1665,638,552,483,1169,236
578,587,4,802,578,691,77,1243,90
883,191,4,610,455,1266,546,1257,810
1268,789,4,1047,556,616,119,1606,304
546,425,4,782,222,1286,200,715,393
883,246,4,249,278,601,399,631,632
1004,251,4,1796,144,894,373,1433,141
1001,240,4,1119,468,531,478,1497,699
592,613,4,1421,345,1220,487,546,622
959,627,4,13,130,1116,97,909,907
765,231,4,319,445,1301,92,668,360
1537,257,4,1367,872,729,684,1253,83
1597,386,4,16,866,1344,340,1491,88
936,391,4,681,17,1045,904,1270,763
628,656,4,421,70,1019,173,1200,804
726,344,4,1636,953,1294,50,1430,487
309,129,4,182,316,691,644,1611,339
1300,161,4,1125,791,1383,303,1489,135
691,426,4,438,381,845,316,1147,767
1268,323,4,1165,334,1023,472,650,630
1533,224,4,1752,107,1050,532,917,211
748,702,4,1718,195,1197,742,1631,337
526,356,4,119,805,841,362,1573,881
766,444,4,1928,196,998,406,1550,457
1038,762,4,470,605,992,610,816,262
725,491,4,1177,554,1009,406,736,626
1322,896,4,1798,747,508,395,1529,133
1133,416,4,806,703,766,315,1202,744
935,379,4,1404,102,899,94,583,337
1392,587,4,811,506,721,585,914,156
749,170,4,417,656,874,638,1424,396
1072,559,4,1746,165,983,318,622,421
1388,686,4,1365,464,871,57,1345,860
525,364,4,1148,465,863,558,779,303
1005,164,4,219,530,941,789,1542,711
1241,830,4,656,512,1409,552,1496,72
961,256,4,30,840,1075,474,1103,785
1301,155,4,201,22,863,669,1464,396
392,148,4,376,433,1074,286,1413,194
995,877,4,1825,536,1176,404,1365,963
1322,359,4,1131,688,753,691,1558,432
1183,622,4,179,911,693,582,634,655
1636,473,4,448,563,1041,220,1329,528
1130,289,4,1544,653,1149,574,1287,430
528,195,4,423,609,1093,391,876,242
908,200,4,1230,396,1221,500,1468,577
980,219,4,1600,542,1451,457,1568,666
869,279,4,1067,158,1445,166,823,313
697,194,4,1114,97,1225,338,789,265
1220,747,4,1099,688,612,154,834,361
961,243,4,1559,982,509,328,922,315
395,348,4,204,541,1210,56,799,279
1411,766,4,218,523,1244,184,1387,467
748,310,4,607,917,726,542,917,808
358,260,4,1372,219,907,753,1591,347
429,287,4,1579,143,1045,294,541,383
909,644,4,1780,143,1121,247,1166,833
1029,864,4,1454,410,530,391,523,452
1288,883,4,109,322,1223,193,1513,327
762,218,4,194,697,819,599,578,504
1290,343,4,1995,8,631,340,1585,763
1536,423,4,1563,672,874,707,1369,791
1541,321,4,894,893,720,433,1454,870
944,736,4,266,50,1044,516,612,420
1052,679,4,177,818,983,115,786,301
915,150,4,422,913,631,207,922,861
1187,359,4,553,776,823,650,775,273
573,476,4,1433,412,822,437,535,518
1525,170,4,1951,961,643,478,1232,239
1538,496,4,1029,441,1003,400,581,471
892,629,4,1188,887,1374,563,555,287
1399,781,4,474,401,731,340,1232,259
296,144,4,423,507,806,75,1287,861
731,832,4,127,848,1382,290,603,488
671,668,4,255,365,1042,278,1388,39
610,579,4,1538,866,999,723,769,625
786,609,4,1548,410,1429,304,1420,719
1374,761,4,848,151,1155,470,1215,800
422,308,4,228,338,641,295,873,887
1601,446,4,862,818,997,950,1640,692
986,819,4,267,430,1213,88,1139,219
642,733,4,627,747,916,776,682,549
996,331,4,528,243,1379,96,650,678
1181,497,4,1453,137,876,760,418,461
676,728,4,59,663,1061,255,1639,312
1349,234,4,892,842,552,342,1476,225
1555,337,4,148,966,1112,416,1080,712
525,446,4,344,654,1479,240,1446,257
1019,543,4,308,777,1071,738,1351,584
1458,469,4,873,604,827,122,1122,162
766,211,4,463,567,865,584,1592,338
573,386,4,1754,176,1190,193,471,357
1099,637,4,1034,77,1085,211,1476,834
678,336,4,829,449,737,284,1424,407
793,594,4,868,820,814,450,1441,866
706,223,4,812,534,709,378,542,298
1373,657,4,1729,103,641,567,1436,411
1228,540,4,1009,500,817,702,794,756
1642,348,4,474,598,832,233,1455,159
1365,311,4,230,230,1072,192,1091,695
1604,312,4,731,423,750,682,695,333
1516,153,4,1625,762,820,348,1417,477
1592,396,4,1320,235,720,308,685,652
1073,586,4,806,755,1076,267,1515,99
1276,436,4,695,760,802,558,1230,825
1584,214,4,316,266,977,811,1521,222
1526,347,4,793,315,1365,231,742,319
1650,477,4,745,815,1478,461,458,626
1402,816,4,952,942,727,107,825,132
877,734,4,1866,430,1062,831,1495,743
611,631,4,148,596,1134,573,798,349
1139,313,4,796,227,639,360,658,224
1386,275,4,1075,422,665,622,821,196
1026,289,4,840,737,684,606,1612,266
687,128,4,1728,306,1113,331,512,356
579,390,4,1031,500,1274,636,1206,241
900,612,4,922,639,1196,157,889,237
766,304,4,66,595,1241,323,614,590
650,548,4,1408,890,1147,168,1099,302
384,149,4,246,82,1134,620,1471,828
616,379,4,305,621,821,45,1369,924
691,643,4,1817,414,512,311,1525,203
730,145,4,1040,829,1339,261,442,341
1058,358,4,204,746,619,539,713,611
361,393,4,1805,725,1114,571,1408,235
1177,129,4,1554,947,1378,554,1267,298
532,129,4,1094,610,1035,263,1496,187
1640,181,4,444,386,1009,655,1386,229
1263,647,4,1482,135,1300,432,1244,948
887,848,4,271,298,919,542,1428,678
1021,482,4,272,106,906,663,1312,98
1267,713,4,52,903,740,126,1572,408
717,865,4,1519,852,1335,377,1422,596
1310,356,4,984,394,936,79,1259,132
1317,286,4,1218,4,1002,574,917,874
661,709,4,364,36,1303,381,712,195
357,408,4,857,668,536,221,575,528
366,295,4,1929,727,556,403,575,579
717,872,4,912,626,559,179,643,340
922,625,4,1140,108,573,333,647,459
1261,599,4,1780,386,515,335,625,626
909,152,4,381,789,896,714,721,710
1385,411,4,456,607,1163,270,904,160
1665,497,4,583,636,1322,333,611,495
282,139,4,1518,624,556,377,876,656
753,682,4,594,199,1387,121,350,392
1481,351,4,1241,283,879,62,1503,102
1507,201,4,293,812,1311,311,1435,914
1368,222,4,939,37,1107,385,1353,59
930,329,4,1197,894,1145,117,1306,557
773,642,4,607,3,635,417,564,326
618,283,4,501,312,748,92,1604,563
654,263,4,1587,202,1021,243,650,352
417,154,4,1275,152,1037,718,1127,796
763,417,4,438,107,1289,673,1436,242
1199,429,4,1771,744,731,421,530,428
423,314,4,1777,285,1157,265,1079,797
1097,649,4,1859,539,1249,126,1371,448
992,383,4,372,380,1321,383,389,471
677,260,4,1351,761,959,549,1207,218
429,351,4,1090,640,1186,262,1544,207
1239,183,4,1190,374,1175,261,657,277
1159,174,4,580,72,728,579,1524,84
953,377,4,1949,56,1415,358,1120,696
344,194,4,1837,307,557,502,555,629
1499,204,4,1608,346,1188,741,371,476
604,576,4,935,93,799,319,1403,864
1458,388,4,1057,894,1161,92,1533,89
1051,379,4,1702,69,1164,672,1433,847
1092,821,4,1887,316,729,290,1394,917
1531,487,4,598,49,934,497,1529,833
581,380,4,1675,635,945,865,1609,808
745,317,4,794,382,1129,303,1270,944
1037,629,4,1164,526,702,90,852,763
1503,481,4,1444,271,699,397,1187,301
811,480,4,422,311,1297,381,1476,211
1200,788,4,267,324,1318,300,880,173
1088,590,4,1123,894,1263,162,858,760
577,236,4,1425,148,1315,358,772,828
1246,814,4,804,857,1075,349,1405,249
1372,830,4,1232,727,1268,400,703,421
667,839,4,1377,895,781,533,1504,899
745,387,4,1765,35,732,279,1343,220
430,361,4,201,179,971,910,1595,589
623,345,4,1545,992,945,654,641,269
339,376,4,272,247,802,474,1542,638
320,129,4,475,374,1081,156,775,282
1385,327,4,1757,954,1066,269,651,384
1178,616,4,1446,579,901,536,1208,119
740,129,4,1619,58,1489,378,1428,577
1000,900,4,408,309,687,509,1363,880
866,766,4,143,703,1054,901,1371,882
525,305,4,1450,173,507,306,1260,279
713,789,4,1787,769,1286,401,1414,346
339,347,4,25,422,1459,217,1209,840
1539,209,4,1207,106,845,512,685,222
1135,434,4,1222,272,577,153,1205,724
1103,603,4,1287,801,492,305,1251,776
925,750,4,729,655,1350,424,911,112
729,701,4,309,949,1184,221,466,451
872,651,4,504,949,1184,338,842,247
1142,457,4,431,140,942,428,1604,776
695,736,4,1300,567,947,369,1436,488
1061,646,4,1737,46,768,441,631,509
868,759,4,1128,667,1282,312,626,743
1420,725,4,1550,69,904,246,387,482
542,382,4,464,262,985,696,863,815
1208,648,4,1804,86,998,560,812,795
774,635,4,1060,806,1077,415,1290,524
1385,313,4,1272,354,1063,603,854,256
1424,561,4,829,818,730,504,763,163
895,356,4,1116,510,579,323,1289,203
792,584,4,1738,237,960,316,423,452
324,155,4,1359,658,1318,438,1275,68
1161,263,4,304,790,893,755,1279,137
330,158,4,320,838,570,297,1492,546
917,813,4,1984,742,1242,41,1257,157
1319,902,4,1305,498,848,218,564,304
621,325,4,782,858,1189,88,1519,532
1632,245,4,500,651,1380,103,1291,867
1022,641,4,1144,625,1163,317,1646,665
386,457,4,749,646,1134,456,909,701
1682,158,4,69,423,1216,637,681,443
1577,371,4,1718,68,699,84,762,674
335,130,4,326,899,1035,767,1561,839
1334,717,4,1132,443,1309,59,495,565
942,633,4,1121,347,1426,122,500,480
351,325,4,721,695,541,325,1589,569
564,132,4,1303,193,1244,696,1337,960
1052,398,4,781,814,853,111,1207,912
755,494,4,138,513,749,266,1480,491
365,362,4,1470,377,647,283,576,325
1418,740,4,1185,609,1497,321,503,356
1364,179,4,507,554,1208,641,1149,729
1688,156,4,586,856,802,67,1487,413
588,267,4,942,659,774,532,1206,296
1694,144,4,1831,606,1098,471,1442,718
1072,413,4,360,713,1033,885,822,258
1521,323,4,1308,655,1235,86,1457,136
765,597,4,1057,354,1471,186,1436,45
1109,728,4,1574,536,1196,253,1547,101
858,391,4,153,162,1338,449,1191,142
1277,843,4,22,719,1227,187,1139,885
703,372,4,765,655,878,825,791,810
1179,789,4,966,23,832,623,709,710
872,692,4,499,105,692,293,805,774
1029,231,4,1985,337,1380,88,739,745
735,676,4,648,910,1244,514,1437,326
1107,770,4,1199,656,1280,443,915,319
929,429,4,1739,779,827,611,753,820
1523,228,4,389,248,823,395,557,513
1268,637,4,254,127,889,134,1437,837
718,493,4,942,127,954,185,757,669
1144,464,4,1593,69,672,436,508,383
1197,780,4,1248,261,1017,200,874,674
1448,180,4,345,769,579,206,765,745
1369,389,4,249,75,753,83,736,576
996,479,4,884,251,853,151,354,412
1170,375,4,1405,402,1486,438,1505,309
677,278,4,1094,682,806,769,855,770
687,877,4,888,904,1130,627,1607,712
1018,571,4,442,595,1249,43,1459,692
1465,151,4,354,63,644,243,1463,422
1166,182,4,954,173,1083,262,1248,766
1363,395,4,1067,672,1251,575,482,405
1000,303,4,494,779,783,563,1328,543
1527,278,4,1264,742,1223,522,1472,816
884,707,4,1006,964,1147,46,1298,584
1466,310,4,173,985,1341,397,695,443
1575,310,4,841,635,1010,578,1261,895
426,271,4,739,20,899,381,349,473
695,444,4,988,809,952,292,798,735
870,244,4,676,106,748,319,1617,218
1135,260,4,635,951,1166,355,1328,92
587,394,4,1144,698,730,470,476,515
1669,152,4,1817,108,533,267,1174,695
369,276,4,1518,820,1387,566,635,285
1088,495,4,1280,713,927,298,1592,361
990,358,4,9,361,1279,683,1603,314
283,174,4,1874,836,1180,677,1538,646
1261,713,4,1016,90,1482,410,1575,130
1186,458,4,489,274,746,288,1451,195
730,459,4,1465,533,550,151,828,334
1132,203,4,787,52,562,494,434,603
922,171,4,623,554,1119,256,745,412
1120,727,4,1349,205,841,69,1416,352
744,407,4,1957,221,1290,408,1411,523
1574,277,4,1535,4,925,282,1584,856
1551,284,4,1405,767,1129,638,1518,116
773,536,4,1903,561,605,529,435,351
802,572,4,1987,469,1243,240,430,345
765,277,4,1181,946,943,854,854,752
933,305,4,1670,598,1511,330,1441,160
909,553,4,1357,279,914,665,776,244
870,662,4,316,499,802,628,1555,185
1483,133,4,710,38,1206,124,518,687
1257,741,4,536,473,1202,758,484,671
1372,203,4,1113,144,685,294,1391,139
1057,790,4,652,398,715,228,1508,534
1235,190,4,565,232,978,279,617,362
1011,148,4,1824,848,1062,485,909,176
1333,733,4,1785,60,623,503,915,680
861,280,4,543,257,1013,506,652,639
811,495,4,125,389,828,605,1429,132
1601,145,4,1930,82,1069,478,1538,779
1180,280,4,394,221,1295,561,1128,691
1668,146,4,347,600,797,735,1319,447
1491,398,4,652,731,1187,591,445,415
1151,480,4,1979,994,1379,466,511,483
1148,389,4,120,242,1073,850,1557,204
1466,469,4,478,158,823,380,1340,230
626,262,4,1719,925,721,395,1517,208
566,144,4,304,762,830,77,1095,250
1201,153,4,394,758,788,129,399,518
1385,550,4,1258,329,709,441,1447,835
1335,873,4,475,951,1466,193,780,778
804,528,4,474,825,951,812,714,715
1203,399,4,706,751,1086,92,684,609
958,226,4,249,315,732,230,1505,731
1468,157,4,1316,592,781,284,1641,630
1641,418,4,422,382,846,163,698,240
968,837,4,1233,258,1132,370,1231,779
587,336,4,345,869,1062,154,1392,196
1302,196,4,1823,463,760,304,1082,301
1489,202,4,1356,621,936,241,649,307
524,497,3,614,373,1280,156,1290,879
1533,399,3,255,633,1135,774,1488,910
767,219,3,1558,397,807,296,888,127
885,222,3,453,773,920,167,893,306
398,128,3,720,192,938,265,921,73
905,468,3,1608,351,766,210,1260,803
1253,363,3,1043,834,936,222,1462,673
1271,753,3,1413,642,1201,512,756,388
1130,355,3,87,296,1024,342,1534,367
723,573,3,1009,859,959,900,613,245
369,438,3,1278,559,902,550,1562,115
990,458,3,1595,984,1001,133,510,392
1536,173,3,885,552,805,223,1562,875
662,575,3,1251,983,1059,243,1378,435
1447,348,3,467,355,1044,317,538,409
1055,331,3,483,155,619,141,1270,280
398,439,3,50,69,894,800,1338,560
828,447,3,596,353,1354,355,1475,873
1537,358,3,792,67,855,396,801,663
1287,470,3,1375,623,1459,403,1289,446
1012,167,3,1176,701,765,728,1534,888
766,485,3,618,494,1150,350,1592,652
1315,363,3,830,888,961,237,1186,283
778,588,3,89,768,1210,724,824,224
1688,459,3,397,618,1028,440,366,518
1604,251,3,1527,193,1204,532,1219,888
851,748,3,618,846,689,417,1436,642
1609,189,3,802,933,937,491,1510,208
1266,259,3,1967,911,944,107,431,592
907,295,3,482,232,1213,671,1178,814
1198,611,3,1049,616,1002,146,550,525
347,203,3,1725,611,1414,160,1557,549
1245,890,3,477,272,1033,576,692,641
1024,196,3,138,225,788,80,759,330
939,892,3,103,617,1019,508,1501,466
1347,591,3,950,683,1461,474,1406,825
1029,878,3,1148,43,625,526,419,466
1608,420,3,1303,922,655,484,903,316
409,404,3,401,210,601,275,885,655
927,233,3,188,694,1293,580,868,337
1193,422,3,1872,126,1307,373,927,896
753,289,3,1368,482,1390,238,1503,614
414,200,3,902,889,994,780,1485,64
1109,721,3,160,551,1153,594,1426,185
306,208,3,962,810,763,167,1482,256
1031,610,3,35,85,883,815,1610,398
1373,665,3,1940,298,1060,533,1355,920
944,727,3,1772,685,673,389,481,331
969,813,3,1306,95,1061,843,681,646
324,209,3,1399,567,1347,158,1460,103
908,193,3,102,240,533,383,1443,757
1150,496,3,664,959,957,472,1187,248
728,349,3,656,197,1075,498,722,373
1029,700,3,44,402,600,394,927,264
1106,816,3,1170,393,1231,727,1557,834
1047,887,3,555,984,1054,889,1232,222
1035,636,3,246,95,951,649,1485,78
642,539,3,1718,756,684,533,1450,592
769,657,3,147,450,1341,483,1154,729
1331,588,3,1574,565,556,311,1308,523
1375,451,3,745,749,1009,251,1506,599
337,400,3,882,813,1428,220,676,611
1253,274,3,485,77,997,141,1519,912
1465,251,3,337,908,839,100,1444,645
1180,682,3,1682,845,741,278,1448,518
910,828,3,729,34,852,806,1556,605
1055,545,3,1404,415,666,342,438,610
675,886,3,1521,775,782,552,1319,765
720,625,3,1933,122,1004,797,1082,759
1331,318,3,16,718,1062,515,1578,785
1010,432,3,1972,535,1152,170,1466,90
358,254,3,971,8,1160,729,1555,175
551,455,3,352,821,1465,454,1281,476
674,438,3,182,897,754,140,1597,409
1272,430,3,570,320,630,383,913,106
744,380,3,160,309,969,706,452,620
926,866,3,538,252,923,518,651,393
1145,445,3,378,962,912,263,1425,688
1084,691,3,177,889,862,392,1153,229
1225,165,3,1539,227,628,533,883,886
524,320,3,1355,769,1335,67,1425,767
1195,140,3,1797,9,1031,445,1589,174
898,127,3,1244,327,655,240,849,333
1464,271,3,1729,695,967,272,821,139
914,855,3,912,473,1266,149,1307,927
935,867,3,1976,845,513,235,434,586
1102,709,3,1764,753,601,206,368,608
1401,808,3,686,548,1092,764,1527,692
1153,202,3,1289,2,1174,461,1152,724
1156,248,3,310,599,1173,501,1180,95
418,274,3,650,265,1002,370,1457,392
713,644,3,867,832,914,784,851,131
1518,394,3,1550,227,1205,352,770,747
745,156,3,813,948,944,468,1409,922
932,554,3,1879,439,1440,462,1121,193
1494,380,3,1059,242,1356,522,733,792
1425,779,3,592,539,1124,677,789,231
1490,148,3,523,822,1105,425,1218,70
750,527,3,1249,319,1154,199,391,550
1375,547,3,1170,220,842,635,1470,251
1294,397,3,889,266,1193,109,925,768
1249,832,3,884,58,985,853,767,213
1327,226,3,910,958,1375,569,763,755
944,144,3,577,728,1175,168,1131,166
1416,656,3,157,517,898,427,1090,823
1020,460,3,156,37,1227,218,1446,843
1395,571,3,1472,27,570,511,491,325
1331,665,3,1548,154,576,506,1226,135
1447,325,3,126,120,913,315,1409,480
431,426,3,984,620,698,548,1572,413
453,130,3,328,465,1047,684,549,658
382,287,3,401,814,917,333,544,446
854,766,3,97,372,906,152,634,363
715,599,3,1213,543,739,319,504,553
764,180,3,253,628,1145,729,463,540
1386,455,3,686,653,1293,44,544,377
1412,848,3,1639,7,1034,750,727,768
686,336,3,1319,18,1218,233,1455,380
1216,444,3,214,274,916,451,532,613
1533,152,3,1678,206,1194,681,1263,926
1147,313,3,1368,383,1198,91,666,754
1022,230,3,113,763,1063,807,1255,816
542,146,3,1873,786,705,506,707,353
989,825,3,285,595,1353,515,535,695
918,703,3,4,587,1049,107,1582,568
316,193,3,1909,841,1346,69,1575,525
418,143,3,1995,646,927,397,566,321
338,435,3,961,50,1122,547,1496,100
430,224,3,713,713,1348,419,360,519
660,724,3,1526,400,1209,368,1342,39
575,250,3,334,623,1076,778,1501,386
1381,745,3,1012,401,588,183,928,175
1065,563,3,285,200,667,151,1553,660
427,321,3,161,669,988,685,1393,455
862,661,3,1972,620,995,182,777,786
756,172,3,433,604,617,303,1286,300
1154,222,3,302,179,1080,602,1502,838
391,470,3,529,458,1156,118,1133,850
1245,356,3,651,293,1350,461,1346,841
1476,281,3,145,158,1065,203,726,594
1122,661,3,548,56,1067,430,1108,847
352,337,3,297,159,886,311,1600,213
1203,782,3,1389,205,882,750,1365,66
1185,813,3,1572,221,1093,660,839,846
942,531,3,668,528,1140,320,883,304
1660,482,3,900,534,1418,180,1325,121
918,264,3,702,837,894,557,1544,434
1249,203,3,460,394,1309,578,1200,928
1045,855,3,1637,242,1388,206,829,364
870,479,3,367,609,1030,827,1575,698
745,195,3,1009,426,1406,529,1495,382
1118,785,3,1224,176,875,800,1477,884
371,359,3,347,622,1123,78,349,451
